,Area,Perimeter,MajorAxisLength,MinorAxisLength,ConvexArea,EquivDiameter,roundness,ShapeFactor1,
[,29172,644.652,242.1016245,154.0686654,29587,192.7250477,0.882115392,0.00829911,]
[,29181,625.086,228.9899946,162.564724,29490,192.7547747,0.938491817,0.007847229,]
[,29184,637.004,235.5254125,157.9421877,29603,192.7646826,0.903795889,0.008070361,]
[,29194,627.767,224.6036772,165.7226237,29520,192.7977056,0.930907444,0.007693488,]
[,29201,623.54,222.6971476,167.0864127,29495,192.8208182,0.943797779,0.007626353,]
[,29208,639.59,243.6528461,153.4431973,29560,192.8439281,0.897239437,0.00834199,]
[,29208,628.934,227.548644,163.6710597,29584,192.8439281,0.927900775,0.007790627,]
[,29220,628.213,231.7985488,160.8532882,29562,192.8835387,0.930414001,0.007932873,]
[,29230,636.062,228.9689212,163.0382474,29603,192.9165413,0.907903684,0.007833353,]
[,29232,627.418,227.8052201,163.8567088,29601,192.9231411,0.933156415,0.007793008,]
[,29242,635.046,239.5213146,155.7766913,29594,192.9561369,0.911185011,0.008191003,]
[,29243,630.512,234.8169679,158.9357165,29597,192.9594362,0.924368367,0.008029852,]
[,29248,631.381,235.8564911,158.2645293,29614,192.9759317,0.921983228,0.008064021,]
[,29251,624.585,229.6995259,162.3417064,29532,192.9858283,0.942252898,0.007852707,]
[,29254,645.809,252.1643015,148.2014928,29558,192.9957244,0.881428188,0.008619823,]
[,29261,635.084,234.9974761,159.5097626,29599,193.0188134,0.911667946,0.008031082,]
[,29261,633.967,231.707309,161.3029874,29600,193.0188134,0.91488335,0.007918639,]
[,29270,643.229,245.7317532,152.1817733,29564,193.0484951,0.888999166,0.008395345,]
[,29270,643.25,245.0946384,152.4239541,29649,193.0484951,0.888941122,0.008373578,]
[,29274,623.343,225.4950511,165.4245989,29595,193.0616856,0.94675533,0.007702912,]
[,29279,641.766,232.0582722,161.1945323,29647,193.0781723,0.893331594,0.007925758,]
[,29281,644.304,249.1192975,150.1236534,29644,193.0847666,0.886368092,0.008507882,]
[,29283,620.528,220.7820774,169.18052,29618,193.0913607,0.955658365,0.007539599,]
[,29286,625.963,214.4710201,174.1403313,29630,193.1012514,0.939231383,0.007323329,]
[,29290,640.384,240.5556021,155.702768,29626,193.1144383,0.897528588,0.008212892,]
[,29293,636.476,241.0748285,155.3683844,29669,193.1243278,0.908677243,0.008229776,]
[,29293,632.174,236.2322465,158.1206683,29665,193.1243278,0.921086581,0.008064461,]
[,29293,646.903,230.4747612,162.4538894,29751,193.1243278,0.879620587,0.007867913,]
[,29294,644.536,238.8184262,156.5272034,29674,193.1276242,0.886123353,0.008152469,]
[,29307,635.103,239.7653873,155.8495235,29655,193.1704722,0.913046508,0.008181164,]
[,29307,627.269,228.2960041,163.7280852,29592,193.1704722,0.935995107,0.007789811,]
[,29310,640.286,238.6403771,156.7726573,29686,193.1803589,0.898416399,0.008141944,]
[,29322,625.847,223.6875615,167.0670972,29700,193.2199005,0.94073457,0.00762866,]
[,29325,635.344,234.5018263,159.6691514,29664,193.2297846,0.912914319,0.007996652,]
[,29336,640.593,242.9514106,154.2343178,29693,193.2660221,0.898351679,0.008281682,]
[,29346,631.556,235.8091427,158.6433177,29687,193.2989593,0.924559885,0.008035478,]
[,29352,627.001,223.4084564,167.9127984,29630,193.318719,0.938233846,0.007611354,]
[,29353,627.648,226.6588642,165.2559044,29658,193.3220121,0.936332418,0.00772183,]
[,29372,635.787,233.8804883,161.0266668,29779,193.38457,0.913103687,0.007962702,]
[,29373,635.218,236.0204194,158.8275044,29718,193.3878619,0.914771398,0.008035285,]
[,29373,634.307,234.4679855,159.8690031,29740,193.3878619,0.917400898,0.007982432,]
[,29388,634.152,239.4808208,156.3951407,29673,193.4372346,0.918318138,0.008148932,]
[,29389,639.878,237.7820281,158.1594914,29726,193.4405257,0.901987077,0.008090851,]
[,29393,628.055,230.9500045,162.3672089,29663,193.4536894,0.936393572,0.007857313,]
[,29393,633.927,239.9994363,156.2160337,29685,193.4536894,0.919126483,0.00816519,]
[,29405,633.671,229.1153422,163.5468688,29695,193.4931751,0.920244825,0.007791714,]
[,29407,630.552,235.3226412,159.6729987,29698,193.4997553,0.92943446,0.008002266,]
[,29410,625.321,226.6327495,165.4143252,29746,193.5096251,0.945145914,0.007705976,]
[,29412,641.955,237.4781086,158.8255827,29777,193.5162047,0.896861228,0.008074191,]
[,29418,639.377,248.2706382,151.1291287,29717,193.5359422,0.904292624,0.008439413,]
[,29422,636.15,244.112625,153.8392834,29693,193.5490994,0.913614518,0.008296942,]
[,29426,632.397,232.2972696,161.5792213,29824,193.5622557,0.924616188,0.007894286,]
[,29440,645.115,245.7222954,152.7833896,29760,193.6082958,0.888941926,0.008346545,]
[,29447,634.132,239.3146307,157.9483621,29784,193.6313117,0.920219817,0.008126961,]
[,29450,641.145,247.1973725,151.9909255,29795,193.6411748,0.900290451,0.008393799,]
[,29451,648.274,243.1276964,154.9013094,29778,193.6444624,0.88062843,0.008255329,]
[,29453,632.811,227.3243033,165.3592755,29820,193.6510375,0.924254049,0.007718205,]
[,29462,626.054,229.7488822,163.585807,29730,193.6806223,0.944601215,0.007798143,]
[,29475,635.407,237.0339181,159.3031469,29797,193.7233481,0.917402011,0.008041863,]
[,29479,638.789,239.9876965,156.8005088,29798,193.7364925,0.907836737,0.008140971,]
[,29483,641.379,235.7472269,159.5862841,29842,193.7496361,0.900641727,0.007996039,]
[,29484,645.391,244.8548149,153.8106813,29846,193.7529219,0.889509226,0.008304667,]
[,29492,630.126,236.5777213,158.9619546,29728,193.7792059,0.933381717,0.008021759,]
[,29493,639.039,239.4221353,157.2584433,29860,193.7824912,0.90755737,0.008117931,]
[,29494,635.349,236.3936939,159.2185655,29830,193.7857764,0.918160993,0.008014976,]
[,29495,631.626,227.8184094,165.4037898,29906,193.7890615,0.929048244,0.007723967,]
[,29495,636.061,233.8000818,160.9328052,29825,193.7890615,0.916137645,0.00792677,]
[,29501,640.635,240.5941928,156.5127729,29826,193.8087712,0.903285997,0.008155459,]
[,29505,629.931,230.3714326,163.4234887,29804,193.8219099,0.934371365,0.007807878,]
[,29505,635.978,233.0352006,161.7152363,29868,193.8219099,0.916687476,0.00789816,]
[,29505,632.744,237.818635,158.3588239,29835,193.8219099,0.926081933,0.008060282,]
[,29507,629.187,230.8329439,163.3726833,29835,193.8284789,0.936645906,0.007822989,]
[,29509,642.899,246.5684857,152.9142698,29832,193.8350477,0.897178497,0.008355705,]
[,29513,646.689,243.9750274,155.3809161,29885,193.8481846,0.886813456,0.008266697,]
[,29518,639.648,242.6871698,155.1601622,29815,193.8646045,0.906597881,0.008221667,]
[,29526,646,236.8743741,160.0258018,29989,193.8908734,0.889097611,0.008022569,]
[,29529,626.727,226.7241395,166.75948,29793,193.9007234,0.944717138,0.007678016,]
[,29535,635.026,237.5167249,159.0045122,29841,193.9204217,0.920372905,0.008041873,]
[,29537,630.915,234.1916556,160.9691046,29812,193.9269874,0.932469298,0.007928756,]
[,29539,637.861,245.3380924,154.0219633,29847,193.9335528,0.912333357,0.008305565,]
[,29541,632.72,234.828706,160.3279521,29817,193.9401181,0.927282218,0.007949247,]
[,29543,644.331,247.9513812,152.0210847,29831,193.9466831,0.894224172,0.008392898,]
[,29544,652.339,250.6873072,150.9461489,29923,193.9499655,0.872433778,0.008485219,]
[,29548,662.921,256.8856508,146.5285233,29911,193.9630946,0.844917686,0.008693842,]
[,29551,636.078,231.8799753,162.6597673,29924,193.9729409,0.917827986,0.007846773,]
[,29552,644.937,243.0029818,155.2224433,29916,193.9762228,0.892816393,0.008222895,]
[,29553,643.75,236.5023064,159.3817688,29910,193.9795048,0.896142251,0.00800265,]
[,29561,648.564,236.7114228,160.1198468,30075,194.0057581,0.883127296,0.008007558,]
[,29562,711.422,244.2470155,156.3264875,30831,194.0090395,0.733988228,0.008262195,]
[,29569,638.631,231.2160892,163.390414,29931,194.0320079,0.911059014,0.007819544,]
[,29569,634.686,227.9803771,165.8994671,29964,194.0320079,0.9224199,0.007710115,]
[,29574,628.916,227.474086,165.69992,29893,194.0484122,0.939581907,0.007691692,]
[,29577,628.476,230.6839252,163.5540529,29930,194.0582542,0.940993427,0.007799436,]
[,29580,693.583,247.4153091,152.5909797,30358,194.0680956,0.77270043,0.008364277,]
[,29594,628.445,224.4950929,168.1768267,29913,194.1140157,0.941627174,0.007585831,]
[,29597,631.032,231.8941057,163.3321493,29865,194.1238543,0.93401702,0.007835054,]
[,29597,634.299,233.2801412,162.5816764,30022,194.1238543,0.924420362,0.007881885,]
[,29600,642.141,232.8524714,162.5145147,30013,194.1336924,0.902071112,0.007866638,]
[,29602,651.461,239.0421845,158.1333836,30002,194.1402509,0.876504349,0.008075204,]
[,29602,638.641,235.6881596,160.1225468,29925,194.1402509,0.912047224,0.0079619,]
[,29607,636.061,229.8764357,164.2182637,29974,194.156646,0.919616452,0.00776426,]
[,29617,639.567,240.5443261,157.4405198,29943,194.1894322,0.90986893,0.008121833,]
[,29628,646.71,230.3177859,164.0233621,29994,194.2254907,0.890211186,0.007773653,]
[,29628,647.754,241.4036502,156.5224899,29938,194.2254907,0.887343951,0.008147821,]
[,29630,638.705,231.3154606,163.685719,30031,194.232046,0.91272697,0.007806799,]
[,29634,638.975,240.9320684,156.7984778,29937,194.2451561,0.912078897,0.008130258,]
[,29636,655.394,252.9319024,149.6310826,29983,194.2517108,0.867010841,0.008534617,]
[,29636,628.137,229.8971736,164.584919,29912,194.2517108,0.943888507,0.007757362,]
[,29640,636.665,226.2659718,167.6085567,30021,194.2648195,0.918895473,0.007633805,]
[,29646,641.1,239.1682056,158.2154422,29965,194.284481,0.906409429,0.00806747,]
[,29651,640.693,235.8028788,160.453744,30008,194.300864,0.907714453,0.007952611,]
[,29651,641.489,244.368005,155.0088954,29936,194.300864,0.905463152,0.008241476,]
[,29652,637.766,234.7056284,161.3935243,30044,194.3041404,0.916096302,0.007915339,]
[,29658,638.44,230.7618014,163.9591046,30082,194.3237979,0.914348058,0.007780761,]
[,29664,639.039,237.7824776,159.1750173,29981,194.3434533,0.912819374,0.00801586,]
[,29667,662.939,254.3430983,148.6025845,30063,194.3532803,0.848274395,0.008573267,]
[,29669,644.61,237.0415392,160.0543067,30108,194.3598314,0.897260802,0.007989536,]
[,29671,655.376,259.9400776,145.6887526,29984,194.3663822,0.868082459,0.008760745,]
[,29672,637.093,235.3980569,160.6960186,30034,194.3696575,0.918651985,0.00793334,]
[,29676,651.278,240.1081842,159.4323658,30383,194.3827583,0.879189333,0.008090989,]
[,29680,639.89,246.2625965,153.7276768,30009,194.3958582,0.910884085,0.008297257,]
[,29687,655.459,236.9834375,160.9338924,30352,194.4187809,0.868330617,0.007982734,]
[,29688,638.382,233.4472425,162.2840607,30054,194.4220553,0.915439271,0.007863354,]
[,29688,634.872,231.2620901,163.8302407,30068,194.4220553,0.925589583,0.00778975,]
[,29689,641.296,243.4937652,155.949379,30002,194.4253297,0.907169356,0.008201481,]
[,29694,635.714,239.4447437,158.3680893,30015,194.4417009,0.923325897,0.008063742,]
[,29694,647.147,242.3662291,156.3663073,30138,194.4417009,0.8909897,0.008162128,]
[,29701,643.652,250.322894,151.6272301,30035,194.4646182,0.900904362,0.008428096,]
[,29702,631.176,226.4472203,167.565085,30053,194.4678918,0.936902945,0.007623972,]
[,29704,642.761,235.0512883,161.9281807,30103,194.474439,0.903495023,0.007913119,]
[,29707,642.324,239.7110781,158.510592,30132,194.4842594,0.904816187,0.008069178,]
[,29708,641.595,226.5666379,167.6910498,30162,194.4875327,0.906904042,0.007626452,]
[,29709,639.824,238.6303304,158.7243583,30042,194.490806,0.911962215,0.008032257,]
[,29709,639.387,238.9270984,158.7439363,29986,194.490806,0.913209233,0.008042246,]
[,29709,649.795,240.337716,157.6330868,30099,194.490806,0.884189121,0.008089728,]
[,29709,639.255,236.9278062,160.1194655,30013,194.490806,0.91358641,0.007974951,]
[,29713,633.554,236.4779965,160.3994674,30001,194.5038987,0.930227325,0.007958738,]
[,29715,638.811,241.8003246,156.8964354,30059,194.5104446,0.915041575,0.008137315,]
[,29715,653.335,247.3275146,153.2876796,30100,194.5104446,0.874810022,0.008323322,]
[,29721,630.611,229.312892,165.3697594,29989,194.5300812,0.939182945,0.007715517,]
[,29722,657.802,251.6450582,150.4271047,30104,194.5333538,0.863172339,0.008466626,]
[,29725,639.815,244.4088403,155.3037352,29972,194.5431712,0.912479029,0.008222333,]
[,29728,633.777,242.0132474,156.7781765,29952,194.5529881,0.930042099,0.008140919,]
[,29731,646.591,245.068729,154.8507501,30058,194.5628045,0.893634795,0.008242869,]
[,29732,638.922,237.744284,159.4801853,30013,194.5660766,0.915246977,0.007996243,]
[,29734,640.924,237.4579657,159.7690593,30046,194.5726204,0.909599331,0.007986075,]
[,29741,641.815,237.3907688,160.0058987,30077,194.5955223,0.907289125,0.007981936,]
[,29756,635.482,237.7558875,159.7211444,30124,194.6445887,0.92592947,0.007990183,]
[,29760,656.499,248.0332937,153.1977689,30254,194.6576709,0.867710101,0.008334452,]
[,29765,639.206,239.9263519,158.1973116,30121,194.6740225,0.915448811,0.008060687,]
[,29767,637.316,233.0194804,163.1492514,30108,194.6805628,0.92094838,0.007828114,]
[,29784,636.037,234.9199822,161.6668635,30088,194.7361461,0.925184027,0.007887456,]
[,29790,657.903,262.8507583,144.560822,30136,194.75576,0.864881552,0.008823456,]
[,29791,629.87,231.6707136,164.0525703,30080,194.7590287,0.943611223,0.007776534,]
[,29793,630.527,229.4109429,165.9583971,30125,194.7655661,0.941709006,0.007700163,]
[,29793,640.305,239.7571517,158.4070994,30116,194.7655661,0.913167222,0.008047432,]
[,29795,641.153,234.7526272,162.1963289,30161,194.7721033,0.910814417,0.007878927,]
[,29811,638.922,240.3819415,158.8579206,30123,194.8243929,0.917678852,0.008063532,]
[,29815,631.602,228.8520263,166.3361332,30149,194.8374631,0.939199136,0.007675735,]
[,29817,654.94,249.9393798,153.5127658,30306,194.8439979,0.873515827,0.008382446,]
[,29819,659.388,251.4298096,151.7986598,30224,194.8505324,0.861828517,0.008431866,]
[,29821,638.896,239.9517784,158.6249029,30101,194.8570668,0.918061402,0.008046403,]
[,29833,626.445,229.6467641,165.5129616,30095,194.8962681,0.955302463,0.007697743,]
[,29837,638.618,236.8907377,160.7829873,30188,194.9093335,0.919353868,0.007939496,]
[,29840,641.576,233.5530557,162.9628931,30170,194.919132,0.910987596,0.007826845,]
[,29842,637.688,230.432165,165.4465477,30196,194.925664,0.922191895,0.00772174,]
[,29842,648.297,245.6386729,155.1095017,30177,194.925664,0.892256594,0.008231307,]
[,29842,636.204,229.4911706,165.9755961,30146,194.925664,0.926499095,0.007690207,]
[,29846,641.989,241.6839913,157.7223721,30187,194.9387274,0.909998811,0.008097701,]
[,29847,636.68,235.8150005,161.7746223,30207,194.9419931,0.925269261,0.007900794,]
[,29847,661.797,238.7327093,159.5771914,30349,194.9419931,0.856369047,0.00799855,]
[,29850,632.695,225.9155814,168.5936421,30231,194.95179,0.937055674,0.007568361,]
[,29852,637.012,231.0691723,164.7323599,30185,194.9583209,0.924459883,0.007740492,]
[,29859,647.234,241.3205414,157.8163125,30290,194.9811775,0.895699798,0.008082003,]
[,29860,649.63,244.2634778,155.8535007,30257,194.9844425,0.889134624,0.008180291,]
[,29860,651.293,246.6331555,154.7007236,30256,194.9844425,0.88459982,0.00825965,]
[,29863,629.94,228.4820199,166.7828307,30127,194.9942372,0.945681572,0.007651007,]
[,29865,644.718,239.4433802,159.3144358,30205,195.0007667,0.902885736,0.008017525,]
[,29878,636.549,240.0386489,158.8836837,30181,195.0432032,0.926611544,0.00803396,]
[,29882,649.082,247.4278468,154.7792567,30213,195.0562587,0.891292791,0.008280164,]
[,29883,640.661,239.1823428,159.5339073,30178,195.0595225,0.914908125,0.00800396,]
[,29891,640.169,237.0084418,160.8426509,30197,195.0856305,0.916560272,0.00792909,]
[,29893,646.44,240.1605962,158.8738063,30316,195.092157,0.898923891,0.008034008,]
[,29897,644.523,241.8317986,157.7278838,30205,195.1052092,0.904400171,0.008088832,]
[,29899,632.321,223.4258115,170.8833339,30217,195.111735,0.939704521,0.007472685,]
[,29900,633.483,229.6930655,166.0738338,30267,195.1149979,0.936291591,0.007682042,]
[,29909,646.672,239.7630481,159.3046756,30387,195.1443608,0.898759808,0.008016418,]
[,29912,646.356,241.751071,157.9375019,30313,195.1541474,0.899729058,0.008082076,]
[,29913,635.697,233.2549033,163.5380394,30208,195.1574095,0.930185384,0.007797777,]
[,29915,637.982,238.2187424,160.1707799,30243,195.1639336,0.92359595,0.007963187,]
[,29920,641.567,236.3747199,161.4634609,30221,195.1802428,0.91345555,0.007900225,]
[,29921,652.57,245.9319302,155.3999689,30344,195.1835045,0.882941153,0.008219375,]
[,29923,633.899,229.5402992,166.3706019,30216,195.1900277,0.935782379,0.007671032,]
[,29925,647.57,237.7140308,161.0048485,30321,195.1965506,0.896748339,0.00794366,]
[,29928,654.766,239.8804066,159.8485048,30304,195.2063347,0.877233725,0.00801525,]
[,29928,645.731,241.6901588,158.1128904,30331,195.2063347,0.901953787,0.00807572,]
[,29930,640.443,235.2698504,162.3481434,30245,195.2128571,0.916971029,0.00786067,]
[,29938,637.143,230.8104163,165.4635775,30268,195.2389446,0.926741936,0.007709614,]
[,29948,636.964,231.1941469,165.4664022,30305,195.2715491,0.927572604,0.007719853,]
[,29957,645.43,240.6079596,158.7911788,30376,195.3008885,0.903670048,0.008031778,]
[,29958,659.487,241.8081891,158.9226565,30426,195.3041481,0.865585958,0.008071573,]
[,29961,631.511,223.4330103,171.0475619,30299,195.3139268,0.944070287,0.007457462,]
[,29970,639.615,239.8071356,159.4309789,30256,195.3432598,0.920575318,0.008001573,]
[,29983,637.582,231.8095088,164.8285853,30312,195.385622,0.926857254,0.007731365,]
[,29986,650.014,246.3149674,155.8957072,30489,195.3953965,0.891831853,0.008214332,]
[,29987,647.979,248.8178135,153.6975582,30330,195.3986546,0.897472234,0.008297523,]
[,29990,641.991,236.8732707,161.7399266,30358,195.4084285,0.914383646,0.007898408,]
[,29994,633.184,232.9904508,164.0754509,30305,195.4214597,0.94012237,0.007767902,]
[,30006,652.956,238.6138619,160.4317125,30456,195.4605479,0.884402853,0.007952205,]
[,30012,634.168,229.1646598,167.0001639,30308,195.4800891,0.937769609,0.007635768,]
[,30015,641.881,236.1660032,162.1171454,30321,195.4898589,0.915459573,0.007868266,]
[,30017,634.725,231.4203017,165.4694413,30345,195.4963719,0.936280419,0.007709641,]
[,30019,643.041,244.227488,157.05247,30350,195.5028846,0.912281266,0.008135764,]
[,30029,637.309,234.2533843,163.9400399,30398,195.5354451,0.929074694,0.007800905,]
[,30033,637.682,235.9564852,162.3813316,30355,195.5484678,0.928111734,0.007856574,]
[,30034,642.312,242.208061,158.1441184,30360,195.5517233,0.914810138,0.008064462,]
[,30035,652.129,250.8567596,152.7341392,30333,195.5549788,0.887504315,0.008352148,]
[,30035,634.05,229.5178643,167.224514,30347,195.5549788,0.938837626,0.00764168,]
[,30036,633.123,231.9975716,164.9700415,30322,195.5582342,0.941620225,0.007723984,]
[,30042,648.527,246.4217001,155.5109502,30352,195.5777656,0.89759946,0.008202573,]
[,30051,631.405,225.0001049,170.5621989,30343,195.6070591,0.947224144,0.007487275,]
